f1, f2, front
0.1, 10.0, 1
0.1733399215836915, 6.379788344042688, 1
1.0, 1.0, 1
0.3674295694179751, 2.721610026063076, 1
0.9336217288971165, 1.0710976073589202, 1
0.5962209910813301, 1.6772304480363234, 1
0.8103408942568677, 1.2340485431345054, 1
0.7450835782230965, 1.3421313114762747, 1
0.315186637290058, 3.172723338139891, 1
0.6530486050732118, 1.5312795896530431, 1
0.8390881846769852, 1.191769850012796, 1
0.5579237633070488, 1.7923595762843643, 1
0.9987780082842309, 1.001223486806511, 1
0.4567849439768037, 2.1892140123838706, 1
0.4282906641509906, 2.516774649238755, 1
0.6870366089754555, 1.4555265133414823, 1
0.1380655926221695, 7.24293418083245, 1
0.20996353686459118, 4.76273173396253, 1
0.8816815301387717, 1.134196380231086, 1
0.5099011282814203, 2.065750699783614, 1
0.525568154986221, 1.9027027998418538, 1
0.8990330575469767, 1.1123061511536771, 1
0.7245971480892324, 1.3800771954968452, 1
0.18343845424837787, 5.451419682407419, 1
0.265217087660456, 3.979201425551084, 1
0.6689636107212843, 1.494849621075485, 1
0.2857353108330481, 3.499742461246901, 1
0.2454428065662813, 4.074268926394272, 1
0.2927936391253307, 3.4153747430692944, 1
0.11832948764943807, 8.450978871493058, 1
0.23224903690769813, 4.305722914138181, 1
0.7275471562457888, 1.3744813534288187, 1
0.4443395804832202, 2.2505309990897007, 1
0.5155156247245595, 1.9398054143059213, 1
0.1, 10.0, 1
0.437582179650173, 2.2852850196035277, 1
0.2410526105073762, 4.148471978358434, 1
0.893005807112323, 1.119813546603532, 1
0.11542196876844138, 9.406474392207961, 1
0.887559903717148, 1.1266845153909577, 1
0.23395457593522706, 4.274334006943558, 1
0.2922609305479521, 3.421600000127034, 1
0.42986989359596045, 2.500785470021295, 1
0.23254773726945466, 4.300192346491392, 1
1.0, 1.0, 1
0.1, 10.0, 1
0.1, 10.0, 1
0.1, 10.0, 1
0.1, 10.0, 1
0.1, 10.0, 1
