f1, f2, front
0.1, 10.0, 1
0.24624940482713642, 4.897092636116955, 1
1.0, 1.0, 1
0.45783354781224683, 2.1841999232657594, 1
0.1660252684827438, 6.162261329769305, 1
0.585620321868499, 1.7075910153004388, 1
0.9393260791902098, 1.0645930334033704, 1
0.8701871391830333, 1.149178096264259, 1
0.7505447760541117, 1.3323655455406214, 1
0.3944953960419197, 2.5348838288945164, 1
0.6896632952722374, 1.4499829218912694, 1
0.48564848702766517, 2.1187288832489, 1
0.7975018725588828, 1.253915551058679, 1
0.611877515530233, 1.6343140164799697, 1
0.530273792738713, 1.8858182578386253, 1
0.13217579107778826, 7.565681974329768, 1
0.33259753913700824, 3.0066367977186568, 1
0.9736884203467363, 1.0270225865928384, 1
0.8351750084845235, 1.197353835832039, 1
0.6423658583294746, 1.556745251997954, 1
0.30368528326472394, 3.292882648937239, 1
0.15465199229873366, 6.466130730914537, 1
0.2718725420689621, 3.678194172864812, 1
0.1, 10.0, 1
0.7746043748004853, 1.290981606265224, 1
0.862035004102332, 1.1600457002802755, 1
0.31248828643729487, 3.2001199513782863, 1
0.3663986612917765, 2.8859018412853334, 1
0.6836971722356824, 1.462635857817008, 1
0.8395538987830007, 1.1911087560305282, 1
1.0, 1.0, 1
0.9522071042936207, 1.0501917025097536, 1
0.7663982327472315, 1.3048046789139889, 1
0.6620580119728451, 1.510441656041791, 1
0.3820644379147198, 2.6173595361503104, 1
0.6537429664030396, 1.5296531685871924, 1
0.5294262550207695, 2.0688847839775, 1
0.2538354309264471, 3.939560353533806, 1
0.2644226623480069, 3.7818241111418023, 1
0.9491075296741481, 1.0536213956108056, 1
0.37454202741628495, 2.669927342729283, 1
0.6612765396338338, 1.5122266405424367, 1
0.27037764895280403, 3.6985305696424478, 1
0.3727873603879133, 2.682494382211416, 1
0.37302460264066106, 2.6807883258126854, 1
1.0, 1.0, 1
1.0, 1.0, 1
1.0, 1.0, 1
1.0, 1.0, 1
1.0, 1.0, 1
