f1, f2, front
0.1, 0.0, 
0.1733399215836915, 0.10587201127690853, 
1.0, 0.0, 
0.3674295694179751, 0.0, 
0.9336217288971165, 0.0, 
0.5962209910813301, 0.0, 
0.8103408942568677, 0.0, 
0.7450835782230965, 0.0, 
0.315186637290058, 0.0, 
0.6530486050732118, 0.0, 
0.8390881846769852, 0.0, 
0.5579237633070488, 0.0, 
0.9987780082842309, 0.0, 
0.4567849439768037, 0.0, 
0.4282906641509906, 0.07791108604084279, 
0.6870366089754555, 0.0, 
0.1380655926221695, 0.0, 
0.20996353686459118, 0.0, 
0.8816815301387717, 0.0, 
0.5099011282814203, 0.05332861256779842, 
0.525568154986221, 0.0, 
0.8990330575469767, 0.0, 
0.7245971480892324, 0.0, 
0.18343845424837787, 0.0, 
0.265217087660456, 0.055352213298993314, 
0.6689636107212843, 0.0, 
0.2857353108330481, 0.0, 
0.2454428065662813, 0.0, 
0.2927936391253307, 0.0, 
0.11832948764943807, 0.0, 
0.23224903690769813, 0.0, 
0.7275471562457888, 0.0, 
0.4443395804832202, 0.0, 
0.5155156247245595, 0.0, 
0.1, 0.0, 
0.437582179650173, 0.0, 
0.2410526105073762, 0.0, 
0.893005807112323, 0.0, 
0.11542196876844138, 0.08571379351857089, 
0.887559903717148, 0.0, 
0.23395457593522706, 0.0, 
0.2922609305479521, 0.0, 
0.42986989359596045, 0.07501238390437787, 
0.23254773726945466, 0.0, 
1.0, 0.0, 
0.1, 0.0, 
0.1, 0.0, 
0.1, 0.0, 
0.1, 0.0, 
0.1, 0.0, 
