f1, f2, front
0.6008772022143382, 1.6642335510730382, 1
0.6542285296140391, 1.5285178721722028, 1
0.3964269251905935, 2.5225329977756217, 1
0.9164705542188907, 1.0911425308719291, 1
0.1473264477910957, 7.817658534476396, 1
1.0, 1.0, 1
0.8257043212147468, 1.2110872794377963, 1
0.677758653193245, 1.4754514682896662, 1
0.43683258598074454, 2.2892065108990742, 1
1.0, 1.0, 1
0.5432204578716955, 1.8408732320537757, 1
0.7281959371386598, 1.3732567692280113, 1
0.8191644241182737, 1.2207561394971136, 1
0.3678380115520691, 2.7185879887197184, 1
0.6514778429645622, 1.5350285323144766, 1
0.1, 10.0, 1
0.5880464185172366, 1.7005460258078051, 1
0.610348763789081, 1.6384075127668667, 1
0.20532802672968592, 4.87025573628338, 1
1.0, 1.0, 1
0.5389702692107645, 1.8553899113291343, 1
1.0, 1.0, 1
0.8221526169133536, 1.2163191838449012, 1
0.9972729473482618, 1.0027345098039504, 1
0.23531648574674985, 4.24959601460397, 1
0.2989135512868758, 3.3454488620366085, 1
0.9255648744454363, 1.0804212947246539, 1
0.4702088594426034, 2.126714501265296, 1
0.41865800144203513, 2.388584468839906, 1
0.8917494091506671, 1.1213912672534703, 1
1.0, 1.0, 1
0.1, 10.0, 1
0.5664340303050002, 1.7654306529950952, 1
0.1, 10.0, 1
1.0, 1.0, 1
0.8138566631730791, 1.3351844223868101, 1
1.0, 1.0, 1
0.5318944213645579, 1.880072359914083, 1
0.1, 10.0, 1
0.40461538749224246, 2.4714828721613378, 1
0.13186474855374092, 8.425953166065673, 1
1.0, 1.0, 1
1.0, 1.0, 1
1.0, 1.0, 1
0.6925132183482037, 1.4440157581182638, 1
0.18484510226968515, 5.409935063040084, 1
0.8282629266145627, 1.207346082828305, 1
0.1, 10.0, 1
0.3335261407620691, 2.998265736278165, 1
0.1, 10.0, 1
1.0, 1.0, 1
0.36404921666977574, 3.6360869755464313, 2
0.2838271744357841, 4.806162757537999, 2
0.2787957317641537, 5.496089116874481, 2
0.5171938722216276, 2.21438533793739, 2
1.0, 1.041100328554975, 2
0.4306645887973205, 2.390852227122729, 2
0.5739627636231089, 1.82108023385991, 2
0.8275548891450248, 1.413916965497746, 2
0.32470373511114176, 3.8587869655616944, 2
0.4446943245892563, 2.3522796007057853, 2
0.8622786786101188, 1.2237788734097026, 2
0.1, 10.331136492802539, 2
0.7098119199611556, 1.4621397463738097, 2
0.5123285645161676, 2.358892241355216, 3
0.6253757547395828, 1.829615778069702, 3
1.0, 1.1740669250173186, 3
0.6128742026393954, 2.072207168449188, 3
0.1, 12.317681073481847, 3
0.9258557303212684, 1.4033653649155455, 3
0.43421017015491936, 2.428319075107766, 3
0.7943293081272655, 1.5354238895214067, 3
0.5251589860309261, 2.345953848023318, 3
0.9385398611709609, 1.2659547739093389, 3
0.374171867728348, 3.7496163950284656, 3
0.7719971005259954, 1.653994319826415, 3
1.0, 1.1924206832798585, 4
0.44031988672425476, 2.7773000737220097, 4
0.9791601199778026, 1.3426614022907752, 4
0.1, 12.354574316214583, 4
0.48911950452051456, 2.5873453153980535, 4
0.48862671915748784, 2.6226298238028547, 4
0.6551687736530253, 1.9937145728485715, 4
0.38832719648400305, 3.8598776584159413, 4
0.7576289827195127, 2.1024333181577064, 5
0.1, 12.4034569583952, 5
0.4585340304092952, 2.8473332536065774, 5
0.5126893110784445, 2.607084710166326, 5
0.7114351608239801, 2.209659713067619, 5
1.0, 1.2317959029532128, 5
0.1, 13.258114922691021, 6
0.519179485516285, 2.6904129311048104, 6
1.0, 1.2648217573714122, 6
0.1, 13.793784576701102, 7
1.0, 1.3295001757642604, 7
1.0, 1.394389484110693, 8
0.1, 15.214652086322106, 8
0.11652148091181788, 15.31420838008397, 9
1.0, 1.4977739125436107, 9
1.0, 1.6924843231960276, 10
